"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048286","lung alveolus development","20/4922","54/18805",0.37037037037037,1.41503754872304,1.81855448165547,0.0516499585840638,0.239551597816698,0.198965261613458,"ABCA12/STRA6/MMP12/CLDN18/TCF21/SLC7A11/FGF10/FOXF1/SFTPD/EDN2/FGFR2/ACE/GATA6/PGR/MYOCD/HOXA5/FOXA1/FLT4/BMPR2/PKDCC",20
"GO:0062237","protein localization to postsynapse","20/4922","54/18805",0.37037037037037,1.41503754872304,1.81855448165547,0.0516499585840638,0.239551597816698,0.198965261613458,"C1QL2/NETO1/NPTX1/KIF2C/LHFPL4/CACNG7/VWC2/CACNA2D2/CACNG3/GRIN2A/ERBB4/ARHGAP44/GRIP1/NETO2/CPLX1/EPB41L3/GPSM2/SCRIB/GRIN2C/ERBB2",20
"GO:0120316","sperm flagellum assembly","20/4922","54/18805",0.37037037037037,1.41503754872304,1.81855448165547,0.0516499585840638,0.239551597816698,0.198965261613458,"PDCL2/RSPH6A/FSIP2/DRC1/CFAP65/CFAP58/CFAP61/CFAP53/SPAG6/CFAP43/KLC3/DRC7/ARMC12/NEURL1/CFAP57/PLA2G3/CFAP206/PFN4/CFAP47/CCDC146",20
"GO:0016486","peptide hormone processing","14/4922","35/18805",0.4,1.52824055262089,1.86246400710977,0.0516822434765823,0.239551597816698,0.198965261613458,"PCSK1/PCSK2/SCG5/BCHE/PCSK1N/CTSG/MEP1A/ACE/CMA1/BACE2/DPP4/ERO1B/P4HB/PCSK6",14
"GO:0034505","tooth mineralization","14/4922","35/18805",0.4,1.52824055262089,1.86246400710977,0.0516822434765823,0.239551597816698,0.198965261613458,"TFAP2A/MMP20/COL1A1/ODAPH/WDR72/SLC24A4/WNT6/DMP1/NECTIN1/AMELX/MSX2/ALPL/CFTR/HACD1",14
"GO:0045777","positive regulation of blood pressure","14/4922","35/18805",0.4,1.52824055262089,1.86246400710977,0.0516822434765823,0.239551597816698,0.198965261613458,"TAC3/ADRA1A/ADRB1/AVP/OR51E2/OXT/AVPR2/ACE/ENG/CNR1/MANF/ADORA1/PTPN1/TBXA2R",14
"GO:0090022","regulation of neutrophil chemotaxis","14/4922","35/18805",0.4,1.52824055262089,1.86246400710977,0.0516822434765823,0.239551597816698,0.198965261613458,"LBP/MDK/CXCR2/SLIT2/THBS4/IL23A/EDN1/C5AR1/DAPK2/NCKAP1L/JAM3/DPP4/BST1/CCL19",14
"GO:0099633","protein localization to postsynaptic specialization membrane","14/4922","35/18805",0.4,1.52824055262089,1.86246400710977,0.0516822434765823,0.239551597816698,0.198965261613458,"C1QL2/NETO1/NPTX1/KIF2C/LHFPL4/CACNG7/VWC2/CACNA2D2/CACNG3/ERBB4/NETO2/EPB41L3/GPSM2/ERBB2",14
"GO:0099645","neurotransmitter receptor localization to postsynaptic specialization membrane","14/4922","35/18805",0.4,1.52824055262089,1.86246400710977,0.0516822434765823,0.239551597816698,0.198965261613458,"C1QL2/NETO1/NPTX1/KIF2C/LHFPL4/CACNG7/VWC2/CACNA2D2/CACNG3/ERBB4/NETO2/EPB41L3/GPSM2/ERBB2",14
"GO:0000075","cell cycle checkpoint signaling","59/4922","186/18805",0.317204301075269,1.21191119092248,1.72936415280405,0.0519850554017978,0.240776935596197,0.199982994970635,"HORMAD1/CDC20/NUF2/BIRC5/CENPF/AURKB/BUB1B/CDC6/TTK/PLK1/SKA3/CDC45/NDC80/CDCA8/SKA1/CCNB1/TICRR/CDT1/ORC1/CLSPN/BRIP1/SPC24/EME1/BUB1/KNL1/TRIP13/ZWINT/CHEK1/MAD2L1/CDK1/SPC25/DNA2/RAD51/BLM/KNTC1/BRSK2/HASPIN/DTL/CDK5RAP3/TIMELESS/DUSP1/FANCD2/BRSK1/CHEK2/BRCA1/DONSON/E2F1/SPDL1/H2AX/INCENP/BARD1/WDR76/GEN1/PRKDC/BRCA2/ZWILCH/EME2/CHMP4C/NSUN2",59
"GO:0015837","amine transport","33/4922","97/18805",0.34020618556701,1.29979222258993,1.76257178017228,0.0525582729895321,0.24322202994654,0.202013826079755,"SLC18A3/NTSR1/RAB3B/RHCG/STX1A/AVP/SLC38A3/CHRNB2/GDNF/SLC7A5/FGF20/ATP1A2/TH/OXT/OPRK1/CHRNA6/CHRNA4/P2RY1/SNCA/SYT1/AQP9/CHGA/CNR1/CLTRN/SNCG/ADRA2A/PRKG1/FLVCR2/KMO/CXCL12/SV2A/FLVCR1/ADORA1",33
"GO:0051966","regulation of synaptic transmission, glutamatergic","27/4922","77/18805",0.350649350649351,1.3396913935313,1.77843693787446,0.0526673631884554,0.24322202994654,0.202013826079755,"CACNG5/TNR/CACNG7/GRM4/GRIN1/UNC13A/GRIK2/GRIN2D/DKK1/ATP1A2/CACNG3/LRRK2/GRIK3/GRM3/GRIN2A/SYT1/SERPINE2/CCL2/CNR1/SHANK3/MAPK8IP2/UCN/KMO/GRIK1/ADORA1/CACNG8/GRIN2C",27
"GO:0170035","L-amino acid catabolic process","27/4922","77/18805",0.350649350649351,1.3396913935313,1.77843693787446,0.0526673631884554,0.24322202994654,0.202013826079755,"PAH/HGD/GAD1/GPT2/ACMSD/FTCD/CDO1/HAL/DAO/AGXT2/GPT/ARHGAP11B/IL4I1/HMGCLL1/NOS1/TDO2/KYAT1/MAT1A/TAT/DDO/SDS/KMO/CBS/ARG1/KYNU/GCAT/ARG2",27
"GO:0001945","lymph vessel development","13/4922","32/18805",0.40625,1.55211931125559,1.86120988634413,0.0528236922272907,0.24322202994654,0.202013826079755,"ACVRL1/CLEC14A/HEG1/SVEP1/CCBE1/FGF2/TIE1/TMEM204/SOX18/FLT4/BMPR2/VASH1/PDPN",13
"GO:0001958","endochondral ossification","13/4922","32/18805",0.40625,1.55211931125559,1.86120988634413,0.0528236922272907,0.24322202994654,0.202013826079755,"MMP13/COL2A1/TEK/COL1A1/DLX5/SCX/PHOSPHO1/RUNX2/COL13A1/CBS/ALPL/MMP16/MMP14",13
"GO:0002438","acute inflammatory response to antigenic stimulus","13/4922","32/18805",0.40625,1.55211931125559,1.86120988634413,0.0528236922272907,0.24322202994654,0.202013826079755,"IL31RA/IL20RB/IGHG1/CXCR2/FCGR3B/SPN/A2M/ZP3/CNR1/BTK/HLA-E/FCGR3A/PLA2G2D",13
"GO:0036075","replacement ossification","13/4922","32/18805",0.40625,1.55211931125559,1.86120988634413,0.0528236922272907,0.24322202994654,0.202013826079755,"MMP13/COL2A1/TEK/COL1A1/DLX5/SCX/PHOSPHO1/RUNX2/COL13A1/CBS/ALPL/MMP16/MMP14",13
"GO:0060045","positive regulation of cardiac muscle cell proliferation","13/4922","32/18805",0.40625,1.55211931125559,1.86120988634413,0.0528236922272907,0.24322202994654,0.202013826079755,"TGFBR3/CDK1/FGF2/TBX20/TBX2/FGFR2/NRG1/GATA6/ERBB4/TBX5/MIR222/HEY2/WNT2",13
"GO:0007492","endoderm development","30/4922","87/18805",0.344827586206897,1.31744875225938,1.76708643629227,0.0528882549145672,0.243340376396047,0.202112121530513,"LHX1/HOXC11/ONECUT1/COL11A1/NR0B1/HMGA2/ARC/COL7A1/SOX7/SOX17/PAX9/DUSP4/MESP1/DKK1/COL5A2/COL5A1/APELA/MMP9/MIXL1/TBX20/VTN/GATA6/MMP8/DUSP1/SOX2/GATA4/MMP14/POU5F1/LAMB3/FGF8",30
"GO:0006261","DNA-templated DNA replication","52/4922","162/18805",0.320987654320988,1.22636587555997,1.72291887792504,0.0534001312437035,0.243851459276358,0.202536613539391,"EXO1/MCM10/CDC6/POLQ/CCNE1/CDC45/E2F8/ORC6/GINS1/MCIDAS/TICRR/CDT1/ORC1/E2F7/EME1/TK1/DACH1/POLE2/DNA2/MCM4/RAD51/BLM/TONSL/MCM2/CCNE2/TRAIP/RFC4/WDHD1/TIMELESS/ATAD5/FEN1/BRCA1/DDX11/MCM6/DONSON/DBF4/GMNN/DBF4B/POLG2/MCM7/CDC7/TWNK/SAMHD1/MCM8/BARD1/POLB/ZNF365/GEN1/BRCA2/RTEL1/PCNA/EME2",52
"GO:0000076","DNA replication checkpoint signaling","9/4922","20/18805",0.45,1.7192706216985,1.91626683960252,0.0534682388369183,0.243851459276358,0.202536613539391,"CDC6/CDC45/TICRR/CDT1/ORC1/CLSPN/DNA2/TIMELESS/DONSON",9
"GO:0001502","cartilage condensation","9/4922","20/18805",0.45,1.7192706216985,1.91626683960252,0.0534682388369183,0.243851459276358,0.202536613539391,"COL11A1/COL2A1/MYCN/BARX2/OTOR/WNT7A/CCN2/SOX5/SOX9",9
"GO:0001946","lymphangiogenesis","9/4922","20/18805",0.45,1.7192706216985,1.91626683960252,0.0534682388369183,0.243851459276358,0.202536613539391,"ACVRL1/CLEC14A/CCBE1/TIE1/SOX18/FLT4/BMPR2/VASH1/PDPN",9
"GO:0032634","interleukin-5 production","9/4922","20/18805",0.45,1.7192706216985,1.91626683960252,0.0534682388369183,0.243851459276358,0.202536613539391,"SCGB1A1/IL1RL1/IL5RA/IL33/TNFRSF21/FOXP3/TSLP/IFNL1/CRLF2",9
"GO:0032674","regulation of interleukin-5 production","9/4922","20/18805",0.45,1.7192706216985,1.91626683960252,0.0534682388369183,0.243851459276358,0.202536613539391,"SCGB1A1/IL1RL1/IL5RA/IL33/TNFRSF21/FOXP3/TSLP/IFNL1/CRLF2",9
"GO:0043116","negative regulation of vascular permeability","9/4922","20/18805",0.45,1.7192706216985,1.91626683960252,0.0534682388369183,0.243851459276358,0.202536613539391,"RAMP2/CLDN5/SLIT2/ANGPT1/SH3GL2/CEACAM1/PDE2A/FERMT2/AKAP12",9
"GO:0051580","regulation of neurotransmitter uptake","9/4922","20/18805",0.45,1.7192706216985,1.91626683960252,0.0534682388369183,0.243851459276358,0.202536613539391,"RAB3B/GDNF/GFAP/SYNGR3/ATP1A2/GPM6B/NOS1/SNCA/ITGB3",9
"GO:0051797","regulation of hair follicle development","9/4922","20/18805",0.45,1.7192706216985,1.91626683960252,0.0534682388369183,0.243851459276358,0.202536613539391,"DKK4/GAL/FERMT1/CDH3/KRT17/PKP3/MSX2/WNT10B/TGFB2",9
"GO:0060216","definitive hemopoiesis","9/4922","20/18805",0.45,1.7192706216985,1.91626683960252,0.0534682388369183,0.243851459276358,0.202536613539391,"TEK/TAL1/TGFBR3/GATA2/HOXA9/GATA1/CDK5RAP3/HOXB3/MEIS1",9
"GO:0097254","renal tubular secretion","9/4922","20/18805",0.45,1.7192706216985,1.91626683960252,0.0534682388369183,0.243851459276358,0.202536613539391,"EDNRB/AGT/NPPB/NPR1/SLC22A6/ABCG2/EDN1/ATP6V0A4/AGTR1",9
"GO:0002092","positive regulation of receptor internalization","12/4922","29/18805",0.413793103448276,1.58093850271126,1.86415442378973,0.053709155916529,0.243851459276358,0.202536613539391,"GREM1/WNT3A/SELE/ANGPT1/EGF/APELA/APLN/APLNR/PCSK9/ARRB1/HAMP/SFRP4",12
"GO:0014046","dopamine secretion","12/4922","29/18805",0.413793103448276,1.58093850271126,1.86415442378973,0.053709155916529,0.243851459276358,0.202536613539391,"CHRNB2/GDNF/FGF20/OPRK1/CHRNA6/CHRNA4/SNCA/SYT1/CNR1/SNCG/CXCL12/GNAT1",12
"GO:0021522","spinal cord motor neuron differentiation","12/4922","29/18805",0.413793103448276,1.58093850271126,1.86415442378973,0.053709155916529,0.243851459276358,0.202536613539391,"HOXC10/NKX2-2/OLIG3/PHOX2A/ISL1/MNX1/LHX3/MDGA2/GBX1/TBX20/ISL2/OLIG2",12
"GO:0035929","steroid hormone secretion","12/4922","29/18805",0.413793103448276,1.58093850271126,1.86415442378973,0.053709155916529,0.243851459276358,0.202536613539391,"GAL/SPP1/KCNK9/AGT/RETN/ECRG4/AGTR1/FZD4/CYP19A1/CRY2/KDM5B/DAB2",12
"GO:0060479","lung cell differentiation","12/4922","29/18805",0.413793103448276,1.58093850271126,1.86415442378973,0.053709155916529,0.243851459276358,0.202536613539391,"ASCL1/SPDEF/FGF10/AGR2/KLF2/IL13/GATA6/HOXA5/FOXA1/SOX9/THRB/AIMP2",12
"GO:0060487","lung epithelial cell differentiation","12/4922","29/18805",0.413793103448276,1.58093850271126,1.86415442378973,0.053709155916529,0.243851459276358,0.202536613539391,"ASCL1/SPDEF/FGF10/AGR2/KLF2/IL13/GATA6/HOXA5/FOXA1/SOX9/THRB/AIMP2",12
"GO:0070977","bone maturation","12/4922","29/18805",0.413793103448276,1.58093850271126,1.86415442378973,0.053709155916529,0.243851459276358,0.202536613539391,"PTH/GREM1/RFLNA/CCDC154/ACTN3/ZBTB16/ADAMTS12/BMP2/PHOSPHO1/RFLNB/LTF/DCHS1",12
"GO:0031297","replication fork processing","19/4922","51/18805",0.372549019607843,1.42336129900965,1.80261736909999,0.0537905300388404,0.243851459276358,0.202536613539391,"EXO1/POLQ/EME1/DNA2/RAD51/BLM/TONSL/TRAIP/BRCA1/DDX11/DONSON/SAMHD1/BARD1/ZNF365/GEN1/BRCA2/RTEL1/PCNA/EME2",19
"GO:1905144","response to acetylcholine","19/4922","51/18805",0.372549019607843,1.42336129900965,1.80261736909999,0.0537905300388404,0.243851459276358,0.202536613539391,"CHRM1/HRH3/CHRNA5/CHRNA2/LYPD1/CHRM2/PSCA/CHRNB4/CHRNB2/CHRND/ACHE/CHRNG/OPRM1/CHRNA6/CHRNA4/CDK5R1/GNAQ/CHRM4/CHRNB1",19
"GO:1990138","neuron projection extension","54/4922","169/18805",0.319526627218935,1.22078387339538,1.71667709992996,0.0538171058319909,0.243851459276358,0.202536613539391,"SLITRK1/BARHL2/LHX2/WNT3A/RASAL1/TNR/RIMS2/CACNG7/ST8SIA2/EMX1/SEMA3G/SYT2/UNC13A/EDN3/AURKA/SEMA5A/SLIT2/SLIT3/TRPC5/NKX6-1/SH3GL2/MAG/WNT3/SEMA6D/EDN1/FLRT1/TRPV2/EDN2/L1CAM/FLRT3/TRIM46/SEMA3A/NRN1/POSTN/SYT1/POU4F3/SPAG6/OSTN/RNF157/PRICKLE1/BMPR2/CXCL12/WASF1/S100B/CPNE5/DCLK1/RIMS1/ADCY10/LIMK1/CPNE6/CDKL5/PAK6/LAMB2/PLXNA3",54
"GO:0006638","neutral lipid metabolic process","45/4922","138/18805",0.326086956521739,1.24584827659311,1.72593212256851,0.0540273454254483,0.244122070960492,0.202761376492426,"APOBEC1/CPS1/PNPLA5/FGF21/G6PC1/LIPF/APOA4/APOA2/MOGAT3/GPIHBP1/CAV1/PCK1/CIDEC/PNLIPRP3/NKX2-3/APOB/CAV3/DGAT2L6/TNXB/MOGAT1/AWAT2/PLA2G4A/LDLR/MOGAT2/LPL/DGKI/AGMO/PNLIPRP1/CAT/GNB3/APOBR/SNCA/MFSD2A/PCSK9/DGKB/APOC1/PLCE1/GPAT2/AADAC/ABHD6/LIPA/SLC22A4/CETP/LPGAT1/INSIG1",45
"GO:0048599","oocyte development","23/4922","64/18805",0.359375,1.37302862149533,1.77987714378839,0.0540511654986107,0.244122070960492,0.202761376492426,"YBX2/DMRT1/FOXL2/FUT6/TDRD5/MEIOC/TDRD1/RXFP2/TRIP13/AURKA/EREG/TUBB8/INSL3/EDN1/ZP3/PDE5A/ZAR1L/FIGLA/TDRKH/DCAF13/NPPC/BRCA2/INHBB",23
"GO:0006525","arginine metabolic process","10/4922","23/18805",0.434782608695652,1.66113103545748,1.88901239986551,0.0542226150740346,0.244122070960492,0.202761376492426,"OTC/AGMAT/SLC39A8/ART4/NOS1/SLC7A7/AZIN2/ODC1/ARG1/ARG2",10
"GO:0046033","AMP metabolic process","10/4922","23/18805",0.434782608695652,1.66113103545748,1.88901239986551,0.0542226150740346,0.244122070960492,0.202761376492426,"XDH/AK4/NT5C1A/PPAT/NT5E/PAICS/ADSS1/ATIC/AK1/HPRT1",10
"GO:0046058","cAMP metabolic process","10/4922","23/18805",0.434782608695652,1.66113103545748,1.88901239986551,0.0542226150740346,0.244122070960492,0.202761376492426,"PTH/ADCY8/PTHLH/ADCY4/PDE10A/CACNB4/PDE8B/PDE4C/ADCY9/ADCY10",10
"GO:0060706","cell differentiation involved in embryonic placenta development","10/4922","23/18805",0.434782608695652,1.66113103545748,1.88901239986551,0.0542226150740346,0.244122070960492,0.202761376492426,"E2F8/GCM1/E2F7/GJB5/PLK4/ST14/MDFI/SOX15/KRT8/KRT19",10
"GO:0099188","postsynaptic cytoskeleton organization","10/4922","23/18805",0.434782608695652,1.66113103545748,1.88901239986551,0.0542226150740346,0.244122070960492,0.202761376492426,"INA/KIF2C/NEFL/ACTN2/NEFH/RAC3/SRCIN1/ACTBL2/POTEF/CPNE6",10
"GO:0060259","regulation of feeding behavior","11/4922","26/18805",0.423076923076923,1.61640827681055,1.87272138015292,0.0542276909463502,0.244122070960492,0.202761376492426,"NPSR1/NMU/AGRP/RETN/MC4R/NR4A3/SLC24A4/OPRK1/LEPR/CNR1/UCN",11
"GO:0072576","liver morphogenesis","11/4922","26/18805",0.423076923076923,1.61640827681055,1.87272138015292,0.0542276909463502,0.244122070960492,0.202761376492426,"FGL1/WNT3A/MDK/IL6/LIMS2/CPB2/CEACAM1/TGFA/LIPA/TNFAIP3/HPN",11
"GO:0051302","regulation of cell division","60/4922","190/18805",0.315789473684211,1.20650569943754,1.70345861406892,0.0545796258836198,0.245529897473583,0.20393068019583,"FGF5/NLRP5/FGF3/SSTR5/KIF18B/KIF14/ASPM/BIRC5/TAS2R13/VEGFD/GKN1/AURKB/CDC6/PLK1/E2F8/KIF20A/MDK/CDCA8/TAL1/PAX6/E2F7/SOX17/AURKA/FSD1/KIF23/EREG/THBS4/ECT2/BLM/SUSD2/CIT/FGF2/PPBP/CAT/HTR2B/PRKCE/PRC1/FGFR2/KAT2A/MYO19/OR2A4/PDGFB/RACGAP1/TGFA/PGF/MAP10/KIF20B/SFRP2/EVI2B/INCENP/DCDC1/INSC/POU5F1/KAT2B/BRCA2/TGFB2/FGF8/CHMP4C/CDC14A/HDGF",60
"GO:0042475","odontogenesis of dentin-containing tooth","32/4922","94/18805",0.340425531914894,1.30063025754969,1.73981223419906,0.0551523479059724,0.247928214348312,0.205922659163041,"FOXI3/LHX8/DSPP/SOSTDC1/DLX1/DLX2/ODAM/NKX2-3/MMP20/FGF10/ODAPH/RSPO2/CCDC154/WDR72/DLX3/SLC24A4/WNT6/SCN5A/DMP1/DMRT3/BMP2/GATA6/WNT10A/RUNX2/NECTIN1/TNC/AMELX/MSX2/CFTR/SLC34A1/CSF3R/FGF8",32
"GO:0002687","positive regulation of leukocyte migration","49/4922","152/18805",0.322368421052632,1.23164123484249,1.70733044376283,0.0554202481364574,0.24886752457276,0.206702825549935,"S100A7/AGER/LBP/VEGFD/LYVE1/MDK/FPR2/SELE/F7/IL6/TNFRSF18/EDN3/CXCR2/JAM2/CCL24/SELP/SPN/THBS4/IL23A/ADAM8/EDN1/C5AR1/DAPK2/CCL1/ZP3/CCL7/EDN2/GAS6/ITGA2/NEDD9/CX3CR1/CXCL13/STK39/PGF/F2RL1/THY1/IL34/NCKAP1L/ASCL2/CXCL12/JAM3/CCL20/MMP14/P2RY12/ITGB3/CX3CL1/CCL19/DOCK8/PIK3R1",49
"GO:0008344","adult locomotory behavior","29/4922","84/18805",0.345238095238095,1.31901714363112,1.74479098113705,0.0554805276754348,0.24886752457276,0.206702825549935,"DMBX1/ZIC1/GIP/NTSR1/HOXB8/UCHL1/EN1/GDNF/GRIN2D/GBX1/ATP1A2/OPRD1/KCNJ10/PREX2/SCN1A/DMRT3/TMOD1/LGI4/CNTN2/SNCA/CHL1/CEND1/SNCG/CACNB4/CXCL12/CCND2/AGTPBP1/TUBA1A/TBCE",29
"GO:0097009","energy homeostasis","29/4922","84/18805",0.345238095238095,1.31901714363112,1.74479098113705,0.0554805276754348,0.24886752457276,0.206702825549935,"VGF/CCDC198/NMU/FMO2/ADRB1/ADRB2/CD36/MC4R/BMP8A/TWIST1/PCSK1N/NR4A3/PRLH/LEPR/EDN2/TSKU/SLC25A25/CNTN2/MFSD2A/STK39/GDF15/PPARGC1B/SLC12A3/ACACB/TRPV1/FMO1/LIPA/PRKAA2/UCP1",29
"GO:0048511","rhythmic process","92/4922","303/18805",0.303630363036304,1.1600505844977,1.67233586806015,0.0556960045985316,0.249655247527562,0.207357087534449,"CGA/AFP/PASD1/SOX14/SLC6A4/PTPRN/ZPBP2/TOP2A/MTNR1A/GDF10/ADRB1/NR5A1/MDK/AGRP/PROKR1/RPE65/CHRNB2/RETN/F7/HNF4A/LGR4/LHCGR/PRKCG/EZH2/EREG/SLIT2/BMAL2/SLIT3/CDK1/TWIST1/ADAMTS1/KCND2/GABRB1/ATOH7/TH/PTX3/PROK2/MMP19/OPRK1/KISS1/ID4/HES7/A2M/EGR1/DTL/ZP3/NOTCH4/NTRK2/AMH/EGR3/TIMELESS/PGR/KLF9/FZD4/PPARG/CA12/CDK5R1/FSHR/ROBO2/PTGDS/KCNH7/PRKG1/SLC26A6/TYMS/HLF/SUV39H2/NPPC/OPN4/PIWIL2/NPAS2/AANAT/PRKAA2/TNFRSF11A/GNAQ/PER1/CRY2/TEF/GFPT1/ID3/KLF10/CLDN4/PRKDC/KAT2B/CIART/KDM5B/PCNA/MAGEL2/CBX3/TGFB2/ADORA1/USP2/BHLHE41",92
"GO:0045807","positive regulation of endocytosis","51/4922","159/18805",0.320754716981132,1.2254759148375,1.70004393042063,0.055940393812427,0.250554979432477,0.208104381209277,"H1-1/GREM1/TF/APOA2/FCN3/AHSG/WNT3A/CALY/TFR2/CAV3/FPR2/SELE/CD36/SIRPB1/ANGPT1/SFTPD/EGF/COLEC10/GPC3/PTX3/APELA/LRRK2/GATA2/VTN/SLC11A1/CFP/CD300LF/FCN1/GAS6/APLN/SNCA/ITGA2/CCL2/TULP1/SPACA3/APLNR/PCSK9/SIRPG/BTK/ARRB1/F2RL1/NCKAP1L/PLA2G5/SIRPA/FCER1G/IFNG/HAMP/SYNE1/SFRP4/DAB2/CCL19",51
"GO:0010634","positive regulation of epithelial cell migration","18/4922","48/18805",0.375,1.43272551808208,1.78733393100453,0.0559767512337967,0.250554979432477,0.208104381209277,"VIL1/FGF10/HBEGF/GLIPR2/INSL3/MMP9/PRKCE/TGFBR2/ITGA2/MIR221/MIR222/SOX9/BMPR2/ENPP2/PPM1F/IFNG/TGFB2/RAB25",18
"GO:0035051","cardiocyte differentiation","53/4922","166/18805",0.319277108433735,1.21983056157992,1.69388948977091,0.056358749646873,0.252084635920513,0.20937487368812,"PITX2/TBXT/GREM1/NKX2-5/MYH6/ISL1/WNT3A/PI16/SHOX2/ADRA1A/MYO18B/CAV3/ACTN2/SOX17/TBX18/TGFBR3/CDK1/TWIST1/MESP1/FHL2/DKK1/ALPK2/GPER1/TBX3/EDN1/NEB/TBX2/MYH11/TENM4/BMP2/NRG1/GATA6/MYOCD/KAT2A/SOX18/NEBL/TBX5/NRAP/PRICKLE1/MIR222/PRKG1/ADPRHL1/NOX4/MYLK3/G6PD/KCNJ8/GATA4/POU5F1/SYNE1/HEY2/MEIS1/TGFB2/AKAP13",53
"GO:0001936","regulation of endothelial cell proliferation","57/4922","180/18805",0.316666666666667,1.2098571041582,1.68448074748307,0.0569297410706363,0.254275348490959,0.211194421976135,"CNMD/GDF2/XDH/CAV1/PLXNB3/TEK/FUT2/SCG2/MDK/FGF10/RGCC/TNMD/ACVRL1/SULF1/SEMA5A/CCL24/CAV2/MIR135B/THBS4/EGF/MMRN2/JCAD/APELA/FGF2/TIE1/HTR2B/GATA2/ALOX5/CDH13/AGTR1/NR4A1/MIR2355/EGR3/HMOX1/APLN/ECM1/ENG/ATOH8/PPARG/MIR205/CCL2/PDGFB/APLNR/COL4A3/PTPRM/MIR222/CCR3/FLT4/CXCL12/CCL26/TNFSF12/PDCD6/MIR126/PPP1R16B/VASH1/ITGB3/WNT2",57
"GO:0038127","ERBB signaling pathway","57/4922","180/18805",0.316666666666667,1.2098571041582,1.68448074748307,0.0569297410706363,0.254275348490959,0.211194421976135,"VIL1/FAM83A/SLC30A10/MYOC/EPHA8/EPHA10/TEK/FAM83B/CBLC/AGT/INSRR/RET/HBEGF/EREG/AGR2/FGFR4/NRG3/EPHB2/GPER1/EPHA6/EGF/AQP5-AS1/CEACAM1/TIE1/MMP9/NTRK3/MUSK/SHC3/CDH13/NTRK2/FGFR2/NRG1/PTK6/ERBB4/EFEMP1/MVB12B/EPHB1/PRICKLE1/TGFA/HAP1/PLCE1/ADRA2A/CADM1/FLT4/SOX9/GAB1/GPRC5A/EPHB3/MET/GRB7/EPHA7/EPGN/DDR2/DAB2IP/MST1R/REPS2/ERBB2",57
"GO:0006942","regulation of striated muscle contraction","34/4922","101/18805",0.336633663366337,1.28614303933441,1.71684421682901,0.0570932423747397,0.254823865823678,0.211650006057387,"NKX2-5/MYBPH/CAV1/ADRA1A/SCN4A/CAV3/CASQ2/TNNI3/MYH7/ACTN3/ATP1A2/DSP/SCN5A/NR4A1/NOS1/GJA5/ATP2A1/REM1/PDE5A/RNF207/KBTBD13/SLC8A3/CHGA/DSG2/PKP2/UCN/ATP1B1/GATA4/TNNT3/ASPH/ADCY10/SMAD7/MYL3/ADORA1",34
"GO:0022037","metencephalon development","39/4922","118/18805",0.330508474576271,1.26274113458082,1.70472192163084,0.0573192699707574,0.255650476180116,0.212336566895721,"LHX1/SKOR2/NEUROD1/LHX5/ASCL1/PHOX2A/CDK5R2/KIF14/OTX1/GDF10/MDK/EN1/PAX6/GBX2/CBLN1/HOXB1/EZH2/SPTBN2/SSTR1/KCNC1/WNT7A/SCN5A/KAT2A/FZD4/KCNE1/SERPINE2/CDK5R1/CEND1/NANOS1/HAP1/PRKG1/CBS/ATIC/AGTPBP1/B4GALT2/ZNF365/TUBA1A/WNT1/SCRIB",39
"GO:0003176","aortic valve development","17/4922","45/18805",0.377777777777778,1.4433382996975,1.77288005949202,0.0581962713723412,0.258704927099394,0.21487351355681,"NKX2-5/SMAD6/SLIT2/SLIT3/TWIST1/TIE1/TBX20/BMP2/TGFBR2/GATA5/ROBO2/SOX9/BMPR2/GATA4/NFATC1/HEY2/HEYL",17
"GO:0032689","negative regulation of type II interferon production","17/4922","45/18805",0.377777777777778,1.4433382996975,1.77288005949202,0.0581962713723412,0.258704927099394,0.21487351355681,"INHA/IL36RN/PGLYRP3/IL20RB/SCGB1A1/IL1RL1/IL33/PGLYRP1/FOXP3/GAS6/NR1H4/VSIR/TLR4/LGALS9C/LGALS9B/TNFSF4/LAPTM5",17
"GO:0048701","embryonic cranial skeleton morphogenesis","17/4922","45/18805",0.377777777777778,1.4433382996975,1.77288005949202,0.0581962713723412,0.258704927099394,0.21487351355681,"LHX1/TFAP2A/TBX15/DLX2/SIX2/TWIST1/SIX1/HOXA1/SIX4/FGFR2/TGFBR2/RUNX2/NDST1/RDH10/MMP16/MMP14/FGF8",17
"GO:0014032","neural crest cell development","28/4922","81/18805",0.345679012345679,1.32070171214151,1.7222600823076,0.0582106742706876,0.258704927099394,0.21487351355681,"FGF19/PITX2/PHOX2B/ISL1/EDNRB/SEMA3G/GDNF/RET/PAX6/GBX2/EDN3/SEMA6A/SEMA5A/TWIST1/RADIL/SEMA6D/EDN1/CDH2/HTR2B/NRG1/SEMA3A/ERBB4/SEMA4B/SEMA3B/RDH10/SOX9/PDCD6/SEMA3D",28
